index,source,target
0,%s「%s」,
1,"やっほー、よろしくニャ！
ひと狩りでもふた狩りでも、
バッチリ付き合っちゃうニャ！",
2,"おおっ！やる気まんまんかニャ？
でも、わたしの方がもっとやる気まんまんニャ！",
3,"油断しているとイタい目見るニャ！
でも、わたしがいるから、
なーんにも問題ナイのニャ！",
4,"今日は髪型もバッチリ、毛艶も絶好調ニャ！
よーし、大暴れするニャ〜！",
5,"ううっ、不安だニャ〜。
…え？モンスターが怖いかってニャ？
何を言ってるニャ？
キマった髪型が崩れるのが不安なだけニャ。",
6,"あ、今回のモンスター、
わたしが前から狙っていたモンスターだニャ。
うふふっツイてるニャー！",
7,"お誘い待ってたニャ！
狩りってドキドキ、ワクワクしちゃうニャ！
どんなキラキラな出会いが待っているのか、
今から楽しみだニャ！",
8,"なにキンチョーしているニャ？
わたしがいるんだから、
あんたはドーンと構えていればいいんだニャ！",
9,"よーし、どっちが先に獲物を狩るか、競争ニャ！
負けた方は…
帰り道に勝った方をおんぶするニャ！",
10,"おや、今日はお届けだけかニャ？
おしゃべりに夢中になって、
置き忘れちゃわないように気をつけないとニャ！",
11,"おつかれニャン！
楽しい狩りだったニャ！
でも、クエストは帰るまでがクエスト、ニャ！",
12,"ばっちりニャ！
最後のわたしの一撃が効いたかニャ？
なーんてニャ！まぎれもなく
あんたのおかげニャ！",
13,"とーぜん成功ですニャ！
とーぜんすぎて暴れ足りないニャ！
次はもっと歯ごたえあるのを頼むニャン！",
14,"おつおつニャー！
あっ、その顔は『暴れ足りない』って顔ニャ？
もうひと狩り、イっちゃうニャ？",
15,"だいまんぞくニャ！
成功とは日々のガンバリを噛みしめることニャ！
どうニャ、わたしの名言？",
16,"やったニャー！
おかげで今日はいい夢見られそうニャ！
できればマタタビの夢がいいニャア…。",
17,"華麗にクエスト終了だニャ！
今回でぐ〜んと成長できた気がするニャ！
伝説のハンターまで、あともう少しだニャ！",
18,"うーん、この達成感！
やっぱ、目標は高いほうがいいニャ！
だいじょーぶ！あなたとわたしなら
どんな困難だってヨユーで乗り越えられるニャ！",
19,"すっごーい！
最後の一撃、惚れ惚れしちゃうニャ〜！
どうやったらあなたみたいになれるかニャ？",
20,"さあ、依頼完了！
あれ？大したことしてないのに
なぜか疲れたニャ…。",
21,"ニャーンッ！
部位破壊成功ニャー！",
22,"部位破壊をカクニンしたニャ！
これで報酬ガッポリだニャ！",
23,"どっかーんと成功、部位破壊！
この絶好の好機、逃がす手はないニャ！",
24,"部位破壊成功！キレッキレだニャ！
この勢いで、最後まで突っ走るニャ！",
25,"ニャー！惚れてしまうニャー！
美しすぎる部位破壊！
つ、次はどこを狙うニャ！？",
26,"で、出た！伝家の宝刀『部位破壊』ニャ！
これはもう、
後世に語り継がれるべき神業だニャ！",
27,"宿題を出すニャ！
今日の反省点を、明日までにまとめておくニャ！
も、もちろんわたしも書くニャ…。",
28,"そんなに気を落とすことないニャ！
これで獲物も油断してくれるから、
次はわたしたちの番だニャ！
何事も、前向きに前向きにだニャ！",
29,"はニャ？そんな顔してもイイコトないニャ！
ほら、肩の力を抜いて、笑って笑って〜！
よーしっ、次こそは仕留めてやるニャ！",
30,"追い詰めれば逃げていく…。
つまり、待っていれば戻ってくるニャ！
…あ、いや、なんでもないニャー！",
31,"あっ！逃げたニャ！
でも、まだまだ諦めないニャ！
わたしの脚力で追い詰めちゃうニャ！",
32,"ふふふ、愚かニャ！
わたしたちから逃れることなど不可能！
ニャハハハ！首を洗って待ってるニャー！",
33,"これで逃げるとか、なんなんニャ？
少しは空気を読んでほしいニャ！",
34,"おやっ！どうやら弱っているもようだニャ！
あともう少しだニャ！",
35,"攻撃が効いているニャ！
さあ、トドメと行っちゃうニャ！",
36,"ちょっと待つニャ！
相手はかなり弱っている様子だけど…。
どう出るニャ？",
37,"相手は息切れしているニャ！
もうひと踏ん張り…頑張るニャ！",
38,"あともう少しだニャ！
わたしとあなたのなかよし連携で、
華麗なトドメをぶちかますニャ！",
39,"相手はかなり参っているニャ！
さあ、あなたの一撃で、終わりにしちゃうニャ！",
